index,singer,time,lyric,song
404,凤凰传奇,4:19," 
                       [00:00.60]凤凰传奇 - 奢香夫人
[00:01.60]词：艳红
[00:02.60]曲：余恒锋
[00:22.48]男：落脚河上面崖对崖
[00:27.12]威宁草海荞花盛开
[00:29.97]谁把月亮挂天上
[00:32.98]照得想说的话流成海
[00:45.45]女：越过绵绵的高山
[00:49.53]越过无尽的沧海
[00:52.49]如果期待依然在
[00:55.29]总是春暖到花开
[00:58.21]请你轻轻留下来
[01:01.06]让梦卷走这尘埃
[01:03.91]香飘在书厢之外
[01:06.86]奏响美丽的天籁
[01:18.16]男：不等三更过天晓白
[01:22.04]奢香夫人赶月归来
[01:24.93]她把日光画心上
[01:27.83]照得漆黑的夜亮堂堂
[01:40.76]女：越过绵绵的高山
[01:44.46]越过无尽的沧海
[01:47.37]如果期待依然在
[01:50.22]总是春暖到花开
[01:53.17]请你轻轻留下来
[01:56.02]让梦卷走这尘埃
[01:58.87]香飘在书厢之外
[02:01.77]奏响美丽的天籁
[02:07.87]合：乌蒙山连着山外山
[02:11.16]月光洒下了响水滩
[02:14.01]有没有人能告诉我
[02:16.61]可是苍天对你在呼唤
[02:19.91]一座山翻过一条河
[02:22.81]千山万水永不寂寞
[02:25.66]你来过年华被传说
[02:28.15]百里杜鹃不凋落
[02:31.41]乌蒙山连着山外山
[02:34.38]月光洒下了响水滩
[02:37.23]有没有人能告诉我
[02:39.80]可是苍天对你在呼唤
[02:43.05]一座山翻过一条河
[02:45.61]走过千山万水永不寂寞
[02:48.82]你来过年华被传说
[02:51.33]百里杜鹃不凋落
[03:17.76]乌蒙山连着山外山
[03:20.71]月光洒下了响水滩
[03:23.51]有没有人能告诉我
[03:26.02]可是苍天对你在呼唤
[03:29.32]一座山翻过一条河
[03:32.18]千山万水永不寂寞
[03:35.11]你来过年华被传说
[03:37.61]百里杜鹃不凋落
[03:40.91]乌蒙山连着山外山
[03:43.76]月光洒下了响水滩
[03:46.86]有没有人能告诉我
[03:49.11]可是苍天对你在呼唤
[03:52.46]一座山翻过一条河
[03:54.97]走过千山万水永不寂寞
[03:58.19]你来过年华被传说
[04:00.69]百里杜鹃不凋落

                    ",奢香夫人
440,Punch、灿烈,3:12," 
                       [00:00.00]灿烈、Punch - Stay With Me
[00:00.20]词：지훈
[00:00.30]曲：이승주/로코베리(Rocoberry)
[00:00.40]编曲：이승주
[00:15.24]나의 두 눈을 감으면
[00:19.06]떠오르는 그 눈동자
[00:22.94]자꾸 가슴이 시려서 잊혀지길 바랬어
[00:30.60]꿈이라면 이제 깨어났으면
[00:36.37]제발
[00:38.32]정말 니가 나의 운명인걸까 넌
[00:45.55]Falling you
[00:48.63]운명처럼 너를 falling
[00:50.16]또 나를 부르네 calling
[00:52.24]헤어나올수 없어 제발 hold me
[00:55.79]내 인연의 끈이 넌지
[00:57.82]기다린 니가 맞는지
[00:59.85]가슴이 먼저 왜 내려앉는지
[01:03.94]Stay with me
[01:06.58]내 마음속 깊은 곳에 니가 사는지
[01:11.95]Stay with me
[01:14.08]내 안에 숨겨왔던 진실
[01:18.69]나의 두 눈을 감으면
[01:22.47]떠오르는 그 눈동자
[01:26.31]자꾸 가슴이 시려서 잊혀지길 바랬어
[01:34.04]꿈이라면 이제 깨어났으면
[01:39.68]제발
[01:41.69]정말 니가 나의 운명인걸까 넌
[01:49.04]Falling you
[02:05.18]가슴은 뛰고 있어
[02:06.83]여전히 널 보고 있어
[02:08.72]자꾸만 숨이 막혀서
[02:12.63]아직은 멀리에서
[02:14.40]너를 지켜보고 싶어
[02:16.49]내가 또 왜이러는지
[02:20.26]처음 너를 봤을 때부터 다르게
[02:22.26]운명의 시간은 또 더디게 갔지
[02:24.71]내 가슴은 널 향했고 내 심장은
[02:27.09]다시 또 뛰었고
[02:28.33]꺼져버리던 희미한 불빛 너로 인해
[02:30.87]다시 타오르는 눈빛
[02:32.09]마치 오래전부터 널 사랑한것 같아
[02:33.92]무언가에 이끌리듯 끌려온것 같아
[02:35.90]나의 두 눈을 감으면
[02:39.28]떠오르는 그 눈동자
[02:43.12]자꾸 가슴이 시려서 잊혀지길 바랬어
[02:50.45]꿈이라면 꿈이라면 이제 깨어났으면
[02:55.63]꿈이 아니길 제발
[02:58.05]혹시 니가 정말 니가 나의 운명인걸까
[03:03.64]운명이라면 넌 falling you

                    ",Stay With Me
403,张学友,4:13," 
                       [00:00.60]张学友 - 等你等到我心痛
[00:01.60]词：小雪
[00:02.60]曲：黎沸挥
[00:14.81]在这美丽的夜里
[00:18.61]等你等到我心碎
[00:22.41]怎么不见旧爱侣
[00:26.28]问问为何我空虚
[00:30.08]是我错失的字句
[00:33.88]把你伤透我不对
[00:37.67]今晚请你念过去
[00:41.29]来将心窝占据
[00:49.16]让我继续等下去
[00:52.92]等你等到我心碎
[00:56.64]星星今晚伴我醉
[01:00.54]就像同情我空虚
[01:04.39]又在雨中等你
[01:08.19]痴痴的我已心碎
[01:11.93]眼眶的雨渐引退
[01:15.59]人消失风里去
[01:20.22]等你等你等你
[01:22.12]一世一世等你
[01:23.92]我真的真的不愿舍弃
[01:28.72]很想当天的一切能回味
[01:35.51]想你想你苦痛
[01:37.36]等你等到心痛
[01:39.12]无情的北风将我吹送
[01:43.91]孤孤单单的我有点冻
[02:20.52]在这冷漠的夜里
[02:24.35]等你等到我心碎
[02:28.16]始终不见旧爱侣
[02:32.22]寂寥别愁各一堆
[02:35.79]是我错失的字句
[02:39.61]把你伤透我不对
[02:43.38]今晚请你念过去
[02:46.97]来将心窝占据
[02:51.84]等你等你等你
[02:53.58]一世一世等你
[02:55.54]我真的真的不愿舍弃
[03:00.11]很想当天的一切能回味
[03:06.88]想你想你苦痛
[03:08.83]等你等到心痛
[03:10.58]无情的北风将我吹送
[03:15.28]孤孤单单的我有点冻
[03:21.48]让我继续等下去
[03:25.25]等你等到我心碎
[03:29.08]星星今晚伴我醉
[03:32.90]就像同情我空虚
[03:36.78]又在雨中等你
[03:40.54]痴痴的我心已碎
[03:44.40]眼眶的雨渐引退
[03:47.91]人消失风里去

                    ",等你等到我心痛
402,庄心妍、葛磊,1:57," 
                       [00:00.45]庄心妍、大壮 - 再见只是陌生人
[00:01.56]作词：林华勇/赖剑亮
[00:01.97]作曲：林华勇
[00:22.68]爱过你就当你是错的人
[00:28.07]有些错我们都要负责任
[00:34.13]是否我爱了不该爱的人
[00:39.86]其实我想要的并不过分
[00:45.77]爱过你至少我坦诚承认
[00:51.22]有些错我们不用去争论
[00:57.49]也许我错过幸福的时分
[01:03.30]这座城多了个伤心的人
[01:09.20]我们爱的难舍难分
[01:12.47]爱的奋不顾身
[01:15.21]为何再见只是陌生人
[01:20.83]夜来得无声我的心好冷
[01:26.71]那绝望比分手更伤人
[01:32.61]我们爱的难舍难分
[01:35.87]爱的奋不顾身
[01:38.72]爱到最后同样不可能
[01:43.92]你走得无痕我的心好疼
[01:50.40]该拿什么与眼泪抗衡

                    ",再见只是陌生人
401,艾福杰尼、黄旭、田羽生,3:51," 
                       [00:00.01]艾福杰尼、黄旭、田羽生 - 说散就散(《前任3：再见前任》电影主题曲)
[00:01.26]词：张翘楚/艾福杰尼/BooM黄旭
[00:01.68]曲：伍乐城
[00:01.85]编曲：伍乐城
[00:02.05]制作人：伍乐城
[00:02.28]吉他：邓建明
[00:02.48]和声：雷有辉
[00:02.67]录音棚：伯乐录音室
[00:03.83]混音棚(香港)：伯乐录音室
[00:05.67]录音师(香港)：郑崇谦@Baron Studio
[00:05.84]混音师(香港)：洪天佑
[00:07.38]录音棚(北京)：北京风生水起文化传媒有限公司
[00:07.12]录音师(北京)：王骏卓
[00:08.29]母带处理：洪天佑@UniMix Music Engineering(香港)
[00:09.67]制作助理(香港)：余芷晴(乐城制作限公司)
[00:14.62]干嘛听苦情歌以为多浪漫
[00:17.01]再浪漫都被拆散
[00:18.75]说要平平淡淡
[00:19.67]长路漫漫一起再共患难
[00:22.21]高脚杯 在陪伴
[00:23.97]以为决定 多果断
[00:25.63]在青春 快过半的阶段
[00:27.20]失去了对爱的基本判断
[00:28.75]问我什么是爱
[00:29.54]是当初亚当和夏娃 开心咬下苹果
[00:31.69]问我谁在抵赖
[00:32.86]是时间是金钱是你解不开的屏锁
[00:35.25]这场战役都没赢过
[00:36.90]航行中你无法停泊
[00:38.62]争吵从未停过
[00:39.70]但是彼此内心
[00:40.64]在不停祈求停火
[00:42.03]每个起因都有经过
[00:43.78]今后剧情是堂新课
[00:45.43]倔强的看不清回忆那曾经
[00:47.18]一分开就怪给星座
[00:48.90]失落的自己总责怪自己
[00:50.81]在黑夜中怒吼
[00:52.32]如果我是你会说我爱你
[00:54.22]在左转的路口
[00:55.17]说不上爱别说谎 就一点喜欢
[01:01.18]说不上恨别纠缠 别装作感叹
[01:08.08]就当作我太麻烦 不停让自己受伤
[01:11.95]我告诉我自己 感情就是这样
[01:18.19]怎么一不小心太疯狂
[01:23.24]用哪种方式纪念
[01:24.83]算最好的祭奠
[01:26.55]还会想跟你见面
[01:27.95]虽然只剩这张照片
[01:30.00]有开端就有结尾
[01:31.79]也许是一个机会
[01:33.50]在这匆匆流逝的岁月中
[01:35.30]你是记忆劫匪
[01:37.13]我想说声感谢
[01:38.46]毕竟你是最美好的节目
[01:40.23]多少次哽咽
[01:41.13]你的温柔我还一直记得住
[01:43.87]没有所谓对与错
[01:45.02]直到今天走到这一步
[01:47.19]所有怀疑都陨落
[01:48.55]当回头看走的这一路
[01:50.79]曾经爱过你恨过你
[01:52.35]想过你厌过你骗过你
[01:54.15]不停讲道理找刺激
[01:55.77]搞猫腻深陷这漩涡里
[01:57.66]现在 陪你迎风跑
[01:59.17]谁是你的避风岛
[02:01.01]如果不能问声好
[02:02.36]就让我来做你至尊宝
[02:03.88]说不上爱别说谎 就一点喜欢
[02:09.77]说不上恨别纠缠 别装作感叹
[02:16.55]就当作我太麻烦 不停让自己受伤
[02:20.49]我告诉我自己 感情就是这样
[02:26.73]怎么一不小心太疯狂
[02:32.84]别后悔 就算错过
[02:36.12]在以后 你少不免想起我
[02:41.89]还算不错
[02:45.47]当我不在你会不会难过
[02:49.21]你够不够我这样洒脱
[02:54.56]说不上爱别说谎
[02:56.61]深夜的徘徊是思念在捣乱
[02:58.31]就一点喜欢
[03:00.13]谁先放手谁又将给谁好看
[03:01.71]说不上恨别纠缠 别装作感叹
[03:03.86]烛光的对视变一个人的早餐
[03:06.43]将一切都体谅 将一切都原谅
[03:07.86]酒后的你又在对谁在期盼
[03:09.19]我尝试找答案 而答案很简单
[03:10.14]跳出爱的苦与疯
[03:11.11]很痛也必须放你走
[03:12.80]简单得很遗憾 因为成长
[03:13.76]我明白谁都有苦衷
[03:14.51]毕竟我牵过你的手
[03:16.17]我们逼不得已要习惯
[03:17.10]长大的过程中会有雷雨暴风
[03:19.97]那就珍惜每一秒每当你在我怀中
[03:23.03]因为成长 我们忽尔间说散就散

                    ",说散就散
439,凤凰传奇,3:50," 
                       [00:00.04]凤凰传奇 - 行香子(Live)
[00:00.78]词：「宋」秦观
[00:01.01]曲：赵照
[00:01.14]编曲：邢迟
[00:02.01]音乐总监：刘卓
[00:02.70]乐团：V Band
[00:03.65]键盘：孙梦迪/李海郡
[00:04.14]键盘/PGM：尹岳洋
[00:04.83]吉他：金天/崔万平
[00:05.13]贝斯：李九君
[00:05.33]鼓手：卢炜
[00:05.49]打击乐：胡宇飞
[00:05.72]和音：张炜/刘芳/关冰效/曾嵘
[00:06.22]弦乐：靳海音®弦乐团
[00:06.55]爱尔兰哨笛/竹笛：赵雪
[00:06.91]古筝：申依靖
[00:07.11]混音：周天澈 混音团队
[00:17.58]女：
[00:20.51]树绕村庄
[00:22.52]水满陂塘
[00:24.79]倚东风
[00:26.94]豪兴徜徉
[00:33.43]小园几许
[00:35.65]收尽春光
[00:37.70]有桃花红
[00:40.06]李花白
[00:41.57]菜花黄
[00:44.55]男：
[00:45.38]远远围墙
[00:46.40]隐隐茅堂
[00:49.57]飏青旗
[00:51.96]流水桥旁
[00:54.04]偶然乘兴
[00:55.11]步过东冈
[00:59.97]女：
[01:00.43]正莺儿啼
[01:02.56]男：
[01:02.86]莺儿啼
[01:04.62]女：
[01:04.95]燕儿舞
[01:06.95]男：
[01:07.20]燕儿舞
[01:08.82]女：
[01:09.13]蝶儿忙
[01:11.19]男：
[01:11.51]蝶儿忙
[01:13.23]合：
[01:13.55]蝶儿忙
[01:36.59]女：
[01:36.71]树绕村庄
[01:38.84]水满陂塘
[01:41.15]倚东风
[01:43.28]豪兴徜徉
[01:45.19]男：
[01:45.43]豪兴徜徉
[01:48.90]女：
[01:49.68]小园几许
[01:51.95]收尽春光
[01:54.03]有桃花红
[01:56.37]李花白
[01:57.95]菜花黄
[02:01.37]男：
[02:01.73]远远围墙
[02:02.88]隐隐茅堂
[02:05.94]飏青旗
[02:08.16]流水桥旁
[02:10.52]偶然乘兴
[02:11.65]步过东冈
[02:16.48]女：
[02:16.80]正莺儿啼
[02:18.83]男：
[02:19.14]莺儿啼
[02:20.80]女：
[02:21.17]燕儿舞
[02:23.15]男：
[02:23.50]燕儿舞
[02:25.42]女：
[02:25.71]蝶儿忙
[02:27.52]男：
[02:27.92]蝶儿忙
[02:29.63]合：
[02:30.03]蝶儿忙
[02:33.23]女：
[02:34.14]正莺儿啼
[02:36.29]男：
[02:36.60]莺儿啼
[02:38.31]女：
[02:38.62]燕儿舞
[02:40.56]男：
[02:40.88]燕儿舞
[02:42.81]女：
[02:43.13]蝶儿忙
[02:45.17]男：
[02:45.45]蝶儿忙
[02:47.12]合：
[02:47.44]蝶儿忙
[03:00.90]男：
[03:01.77]树绕村庄
[03:03.97]水满陂塘
[03:06.10]倚东风
[03:08.41]豪兴徜徉
[03:12.97]女：
[03:14.91]小园几许
[03:17.03]收尽春光
[03:19.03]有桃花红
[03:20.83]合：
[03:21.46]李花白
[03:23.01]菜花黄

                    ",行香子 (Live)
438,BEYOND,4:20," 
                       [00:00.60]Beyond - 冷雨夜
[00:01.60]词：黄家强
[00:02.60]曲：黄家驹
[00:21.05]在雨中漫步 蓝色街灯渐露
[00:27.91]相对望 无声紧拥抱着
[00:32.96]为了找往日 寻温馨的往日
[00:38.46]消失了
[00:43.35]任雨洒我面 难分水点泪痕
[00:49.95]心更乱 愁丝绕千百段
[00:55.22]骤变的态度 无心伤她说话
[01:00.58]收不了
[01:07.80]冷雨夜我在你身边 盼望你会知
[01:13.45]可知道我的心 比当初已改变
[01:19.07]只牵强地相处
[01:24.40]冷雨夜我不想归家 怕望你背影
[01:30.20]只苦笑望雨点 虽知要说清楚
[01:35.86]可惜我没胆试
[01:41.83]在雨中漫步 尝水中的味道
[01:48.59]仿似是 情此刻的尽时
[01:53.64]未了解结合 留低思忆片断
[01:59.19]不经意
[02:06.15]冷雨夜我在你身边 盼望你会知
[02:11.96]可知道我的心 比当初已改变
[02:17.57]只牵强地相处
[02:22.92]冷雨夜我不想归家 怕望你背影
[02:28.63]只苦笑望雨点 虽知要说清楚
[02:34.73]可惜我没胆试
[03:13.25]冷雨夜我在你身边 盼望你会知
[03:18.75]可知道我的心 比当初已改变
[03:24.60]只牵强地相处
[03:29.70]冷雨夜我不想归家 怕望你背影
[03:35.50]只苦笑望雨点 虽知要说清楚
[03:41.15]可惜我没胆试
[03:46.55]Woo Woo Woo Woo Woo Woo
[03:49.25]Woo Woo Woo Woo Woo Woo

                    ",冷雨夜
437,凤凰传奇,3:41," 
                       [00:00.60]凤凰传奇 - 郎的诱惑
[00:01.60]词：王艳红
[00:02.60]曲：余恒锋
[00:12.22]男：娘子
[00:13.33]女：a ha
[00:14.78]男：you will not to get the hurt
[00:17.69]啊 娘子
[00:19.04]女：a ha
[00:20.19]男：you will not to get the hurt
[00:22.60]女：好想唱情歌
[00:26.15]看最美的烟火
[00:29.06]在城市中漂泊
[00:31.42]我的心为爱颤抖
[00:34.48]曾经迷失风雨中
[00:36.93]我爱上了寂寞
[00:39.64]遥望夜的星斗
[00:42.56]枯萎了所有
[00:45.14]男：娘子
[00:46.94]女：a ha
[00:48.40]男：好想唱情歌
[00:50.05]看最美的烟火
[00:51.72]娘子
[00:52.37]女：a ha
[00:53.70]男：和你唱情歌
[00:55.40]看最美的烟火
[00:56.98]女：你陪我唱情歌
[00:59.49]看最美的烟火
[01:02.20]在城市中牵手
[01:04.75]我的爱为你颤抖
[01:07.85]离开多少风雨后
[01:10.30]我爱上唱情歌
[01:13.06]你是夜的星斗
[01:15.66]我真爱的所有
[01:19.57]是郎给的诱惑
[01:22.26]我唱起了情歌
[01:24.87]在渴望的天空
[01:27.58]有美丽的月色
[01:30.29]是郎给的快乐
[01:32.95]我风干了寂寞
[01:35.50]在幸福的天空
[01:38.16]你是我的所有
[01:45.85]男：娘子
[01:47.11]女：a ha
[01:48.17]男：you will not to get the hurt
[01:51.02]啊 娘子
[01:52.47]女：a ha
[01:53.58]男：you will not to get the hurt
[01:55.99]女：你陪我唱情歌
[01:59.54]看最美的烟火
[02:02.25]在城市中牵手
[02:04.76]我的爱为你颤抖
[02:07.73]离开多少风雨后
[02:10.23]我爱上唱情歌
[02:13.04]你是夜的星斗
[02:15.69]我真爱的所有
[02:18.50]合：是郎给的诱惑
[02:22.32]我唱起了情歌
[02:24.88]在渴望的天空
[02:27.65]有美丽的月色
[02:30.25]是郎给的快乐
[02:32.76]我风干了寂寞
[02:35.52]在幸福的天空
[02:38.12]你是我的所有
[02:45.77]男Rap：SHOW HA
[02:51.59]我踏上了征途
[02:52.74]寻找未来的天地
[02:54.09]如果没有你的陪伴
[02:55.44]我又怎么走下去
[02:56.75]如果天如果地
[02:58.05]能够永远在一起
[02:59.41]我们眉间就会留下
[03:00.81]一种爱的印迹
[03:02.06]HA 信不信 信不信
[03:03.76]爱情需要勇气
[03:05.01]你不要相信天长地久
[03:06.57]只是一种运气
[03:07.87]郎 郎 郎的心
[03:09.15]郎 郎 郎的情
[03:10.45]信誓旦旦守到花开
[03:11.81]不会再孤寂
[03:12.66]合：是郎给的诱惑
[03:15.58]我唱起了情歌
[03:18.23]在渴望的天空
[03:20.85]有美丽的月色
[03:23.60]是郎给的快乐
[03:26.16]我风干了寂寞
[03:28.92]在幸福的天空
[03:31.53]你是我的所有

                    ",郎的诱惑
436,胡蒎,3:52," 
                       
                    ",喝醉以后才明白
435,冷漠,4:38," 
                       [00:00.60]冷漠 - 看透爱情看透你
[00:01.60]词：陈伟
[00:02.60]曲：陈伟
[00:24.42]你换上了他买的新衣
[00:29.93]笑容和原来一样的甜蜜
[00:35.45]从此在你的两人世界里
[00:40.96]有个人把我永远地代替
[00:46.43]早该想到这样的结局
[00:51.95]你想要的我无法给予
[00:57.47]看你坐着小车潇洒远去
[01:03.00]留下我独自淋湿在雨里
[01:08.57]无情的世界无情的你
[01:14.10]你把爱情当成金钱的交易
[01:19.56]不再委曲求全挽留你
[01:25.50]就让泪水冲去爱过的痕迹
[01:30.53]回忆是折磨人的东西
[01:36.04]想得太多会变得无力
[01:41.65]所有的往事都化成叹息
[01:47.10]看透爱情也看透了你
[02:14.75]早该想到这样的结局
[02:20.27]你想要的我无法给予
[02:25.75]看你坐着小车潇洒远去
[02:31.23]留下我独自淋湿在雨里
[02:36.80]无情的世界无情的你
[02:42.32]你把爱情当成金钱的交易
[02:47.80]不再委曲求全挽留你
[02:53.74]就让泪水冲去爱过的痕迹
[02:58.91]回忆是折磨人的东西
[03:04.38]想得太多会变得无力
[03:09.92]所有的往事都化成叹息
[03:15.38]看透爱情也看透了你
[03:20.95]无情的世界无情的你
[03:26.47]你把爱情当成金钱的交易
[03:31.94]不再委曲求全挽留你
[03:37.80]就让泪水冲去爱过的痕迹
[03:42.97]回忆是折磨人的东西
[03:48.54]想得太多会变得无力
[03:54.05]所有的往事都化成叹息
[03:59.56]看透爱情也看透了你

                    ",看透爱情看透你
271,陈势安,4:49," 
                       [00:00.60]陈势安 - 天后
[00:01.60]词：彭学斌
[00:02.60]曲：彭学斌
[00:26.84]终于找到借口趁着醉意上心头
[00:32.57]表达我所有感受
[00:36.64]寂寞渐浓沉默留在舞池角落
[00:43.09]你说的太少或太多
[00:46.54]都会让人更惶恐
[00:50.70]谁任由谁放纵谁会先让出自由
[00:56.65]最后一定总是我
[01:00.45]双脚悬空在你冷酷热情间游走
[01:07.11]被侵占所有还要笑着接受
[01:12.59]我嫉妒你的爱气势如虹
[01:18.54]像个人气高居不下的天后
[01:24.43]你要的不是我而是一种虚荣
[01:30.47]有人疼才显得多么出众
[01:36.42]我陷入盲目狂恋的宽容
[01:42.51]成全了你万众宠爱的天后
[01:48.45]若爱只剩诱惑只剩彼此忍受
[01:54.49]别再互相折磨
[01:59.83]因为我们都有错
[02:17.76]推开苍白的手推开苍白的厮守
[02:23.70]管你有多么失措
[02:27.51]别再叫我心软是最致命的脆弱
[02:34.22]我明明都懂却仍拼死效忠
[02:39.51]我嫉妒你的爱气势如虹
[02:45.45]像个人气高居不下的天后
[02:51.50]你要的不是我而是一种虚荣
[02:57.54]有人疼才显得多么出众
[03:03.39]我陷入盲目狂恋的宽容
[03:09.54]成全了你万众宠爱的天后
[03:15.48]若爱只剩诱惑只剩彼此忍受
[03:21.47]别再互相折磨
[03:27.21]因为我们都有错
[03:51.73]如果有一天爱不再迷惑
[03:57.47]足够去看清所有是非对错
[04:03.46]直到那个时候
[04:06.41]你在我的心中
[04:09.36]将不再被歌颂
[04:15.51]把你当作天后
[04:22.11]不会再是我

                    ",天后
270,刘辰希,4:35," 
                       [00:00.03]刘辰希 - 专属情歌
[00:00.87]词：刘辰希
[00:01.05]曲：刘辰希
[00:22.14]从未见过你
[00:26.44]却感觉彼此很熟悉
[00:31.26]每晚都想唱歌给你听
[00:38.08]时刻想念你
[00:42.66]希望每天黏在一起
[00:47.11]距离虽遥远心却很近
[00:54.61]好喜欢听你声音
[00:58.65]好喜欢你用心弹的钢琴
[01:02.64]好像每个音符都透过空气
[01:06.97]幸福满溢我整颗内心
[01:17.90]如果命中注定我们在一起
[01:21.92]请抓住我的手别放弃
[01:26.62]未来的路也许是一个谜
[01:30.89]认定了就用心追寻
[01:33.91]这份纯真的爱来之不易
[01:37.90]我们一定要好好珍惜
[01:42.60]等了太久终于确定
[01:45.98]你就是那个唯一
[01:50.65]这首专属情歌只属于你
[02:02.37]好喜欢听你声音
[02:06.17]好喜欢你用心弹的钢琴
[02:10.13]好像每个音符都透过空气
[02:14.23]幸福满溢我整颗内心
[02:21.07]如果命中注定我们在一起
[02:24.80]请抓住我的手别放弃
[02:29.46]未来的路也许是一个谜
[02:33.64]认定了就用心追寻
[02:36.49]这份纯真的爱来之不易
[02:40.39]我们一定要好好珍惜
[02:44.90]等了太久终于确定
[02:48.19]你就是那个唯一
[02:52.76]这首专属情歌只属于你
[03:01.46]这样的词汇也许很简单
[03:09.12]却包含了我所有情感
[03:16.87]让你时刻感觉我的存在
[03:23.78]只为了给你安全感
[03:34.69]如果命中注定我们在一起
[03:38.50]请抓住我的手别放弃
[03:42.97]未来的路也许是一个谜
[03:47.18]认定了就用心追寻
[03:50.03]这份纯真的爱来之不易
[03:53.88]我们一定要好好珍惜
[03:58.45]等了太久终于确定
[04:01.75]你就是那个唯一
[04:06.29]这首专属情歌
[04:09.44]只属于你
[04:17.17]只属于你

                    ",专属情歌
268,iKON,3:29," 
                       [00:00.00]iKON - 사랑을 했다 (LOVE SCENARIO)
[00:00.26]词：B.I/BOBBY/MOT MAL
[00:00.35]曲：B.I/MILLENNIUM/SEUNG
[00:00.43]编曲：MILLENNIUM
[00:01.78]사랑을 했다 우리가 만나
[00:05.76]지우지 못할 추억이 됐다
[00:09.40]볼만한 멜로드라마
[00:11.81]괜찮은 결말
[00:13.98]그거면 됐다 널 사랑했다
[00:17.42]우리가 만든 love scenario
[00:22.09]이젠 조명이 꺼지고
[00:26.06]마지막 페이지를 넘기면
[00:30.12]조용히 막을 내리죠
[00:34.49]에이 괜찮지만은 않아
[00:36.53]이별을 마주한다는 건
[00:38.55]오늘이었던 우리의
[00:40.05]어제에 더는 내일이 없다는 건
[00:42.82]아프긴 해도 더 끌었음
[00:44.60]상처가 덧나니까 ye
[00:46.93]널 사랑했고 사랑 받았으니
[00:48.88]난 이걸로 됐어
[00:51.04]나 살아가면서 가끔씩 떠오를 기억
[00:58.76]그 안에 네가 있다면 그거면 충분해
[01:06.78]사랑을 했다 우리가 만나
[01:10.78]지우지 못할 추억이 됐다
[01:14.32]볼만한 멜로드라마
[01:16.92]괜찮은 결말
[01:19.03]그거면 됐다 널 사랑했다
[01:22.48]우리가 만든 love scenario
[01:27.27]이젠 조명이 꺼지고
[01:31.17]마지막 페이지를 넘기면
[01:35.24]조용히 막을 내리죠
[01:39.21]갈비뼈 사이사이가
[01:40.98]찌릿찌릿한 느낌
[01:43.60]나 사랑받고 있음을 알게 해주는 눈빛
[01:47.42]너에게 참 많이도 배웠다
[01:49.95]반쪽을 채웠다
[01:52.02]과거로 두기엔
[01:53.14]너무 소중한 사람이었다
[01:56.00]나 살아가면서 가끔씩 떠오를 기억
[02:03.61]그 안에 네가 있다면 그거면 충분해
[02:11.87]사랑을 했다 우리가 만나
[02:15.95]지우지 못할 추억이 됐다
[02:19.38]볼만한 멜로드라마
[02:21.95]괜찮은 결말
[02:24.04]그거면 됐다 널 사랑했다
[02:28.53]네가 벌써 그립지만
[02:32.70]그리워하지 않으려 해
[02:36.31]한 편의 영화 따스했던
[02:40.85]봄으로 너를 기억할게
[02:43.89]우리가 만든 love scenario
[02:48.56]이젠 조명이 꺼지고
[02:52.50]마지막 페이지를 넘기면
[02:56.57]조용히 막을 내리죠
[03:01.37]우린 아파도 해봤고
[03:05.47]우습게 질투도 했어
[03:09.52]미친 듯이 사랑했고
[03:13.62]우리 이 정도면 됐어
[03:16.85]사랑을 했다
[03:19.02]우리가 만나
[03:21.02]그거면 됐다
[03:22.50]널 사랑했다

                    ",사랑을 했다 (LOVE SCENARIO)
269,刀郎,4:56," 
                       [00:00.28]刀郎 - 手心里的温柔
[00:01.79]作词：刀郎
[00:02.65]作曲：刀郎
[00:34.56]你在我身边相对无言
[00:42.65]默默的许愿对爱的依恋
[00:50.56]牧场的炊烟装点着草原
[00:58.44]爱相拥着牧归的少年
[01:08.66]你在我身边把我的手牵
[01:16.39]牵着我手心不变的誓言
[01:24.41]高高的雪山祝福我们
[01:32.34]爱在这一刻永恒永远
[01:42.67]爱到什么时候要爱到天长地久
[01:50.41]两个相爱的人 一直到迟暮时候
[01:58.65]我牵着你的手 我牵着你到白头
[02:06.43]牵到地老天荒 看手心里的温柔
[02:34.63]你在我身边把我的手牵
[02:42.37]牵着我手心不变的誓言
[02:50.45]高高的雪山祝福我们
[02:58.39]爱在这一刻永恒永远
[03:08.61]爱到什么时候要爱到天长地久
[03:16.40]两个相爱的人 一直到迟暮时候
[03:24.42]我牵着你的手 我牵着你到白头
[03:32.41]牵到地老天荒 看手心里的温柔
[03:40.40]爱到什么时候要爱到天长地久
[03:48.39]两个相爱的人 一直到迟暮时候
[03:56.53]我牵着你的手 我牵着你到白头
[04:04.34]牵到地老天荒 看手心里的温柔

                    ",手心里的温柔
